282.8338 10.7127
286.1035 11.2588
286.1035 11.9817
289.3733 12.9099
291.0082 13.4006
294.2779 14.4386
297.5477 15.5571
302.4523 16.7617
307.3569 18.0595
313.8965 19.4571
322.0708 21.2248
328.6104 22.5845
336.7847 23.7333
348.2289 24.9389
361.3079 25.2444
371.1172 25.2393
380.9264 25.2341
392.3706 24.9161
403.8147 24.9102
413.6240 24.2928
423.4332 23.1083
433.2425 22.2568
443.0518 21.1716
452.8610 20.3915
459.4005 19.3985
467.5749 18.4532
475.7493 17.5541
482.2888 16.4927
490.4632 15.4950
497.0027 14.5581
503.5422 13.3416
508.4469 12.3803
513.3515 11.4883
518.2561 10.6605
521.5259 9.7704
528.0654 8.8432
532.9700 8.1045
536.2398 7.4278
541.1444 6.8926
544.4142 6.3171
550.9537 5.7892
555.8583 5.2400
560.7629 4.6842
567.3025 4.1355
573.8420 3.6058
578.7466 3.2234
585.2861 2.8458
590.1907 2.5439
595.0954 2.2741
600.0000 2.0078
606.5395 1.7076
609.8093 1.5077
614.7139 1.3311
619.6185 1.1463
624.5232 0.9995
629.4278 0.8608
631.0627 0.7506
635.9673 0.6384
640.8719 0.5430
642.5068 0.4561
647.4114 0.4027
653.9510 0.3425
657.2207 0.2987
660.4905 0.2572
663.7602 0.2188
668.6649 0.1770
